Race Name,Date,Location,Distance,Latitude,Longitude,OpenCage Note,Formatted,City/Town,Country,Country Code,Confidence Score,State,State Code,Continent
1 Glasriket Ultra,"May 23, 2026",Mundekulla (SWE),50km,56.61667,15.41667,ok,"Mundekulla, Emmaboda Kommun, Sweden",,Sweden,se,9,Kalmar,,Europe
10. Fischland-Darß-Zingst-Ultramarathon (FDZU),"Jun 13, 2026",Ribnitz-Damgarten (GER),115km,54.2422,12.45666,ok,"Ribnitz-Damgarten, Mecklenburg-Western Pomerania, Germany",,Germany,de,7,Mecklenburg-Western Pomerania,,Europe
Ultra Norway Race,"Jul 24, 2026",Lyngen Alps (NOR),125km,,,ok,,,,,,,,
King Offa's Dyke Race,28.08.-01.09.2026,Sedbury (GBR),180mi,,,ok,,,,,,,,
Mercian Challenge Race,"Aug 28, 2026",Sedbury (GBR),100mi,,,ok,,,,,,,,
9th Robin Hood 100,"Sep 12, 2026",South Wheatley (GBR),100mi,53.35,-0.85,ok,"Bassetlaw, South Wheatley, Nottinghamshire, England, United Kingdom",,United Kingdom,gb,9,England,ENG,Europe
3. Heidi 222,"May 15, 2027",Celle (GER),222km,52.62264,10.08047,ok,"Celle, Lower Saxony, Germany",,Germany,de,7,Lower Saxony,NI,Europe
Fools 2-4-8 Hour Trail Run,"May 24, 2025","Peninsula, OH (USA)",50k 50mi 100k,41.241167,-81.552618,ok,"Peninsula, Summit County, OH 44264, United States of America",,United States,us,7,Ohio,OH,North America
Crown of the Crest,"May 24, 2025","Fremont, NE (USA)",100mi,41.4338363,-96.4960449,ok,"Fremont, Nebraska, United States of America",Fremont,United States,us,7,Nebraska,NE,North America
Back 9 Endurance Run,"May 24, 2025","Copper Harbor, MI (USA)",12h 24h,47.4680744,-87.8888043,ok,"Copper Harbor, Grant Township, MI 49918, United States of America",,United States,us,7,Michigan,MI,North America
Sugar Badger 50/50 and Half,"May 24, 2025","Belleville, WI (USA)",50k 50mi,42.8596864,-89.5346023,ok,"Belleville, Dane County, WI 53508, United States of America",,United States,us,7,Wisconsin,WI,North America
Bunk House Trail Runs,"May 24, 2025","Dousman, WI (USA)",50k,43.0147244,-88.4727792,ok,"Dousman, Waukesha County, Wisconsin, United States of America",,United States,us,7,Wisconsin,WI,North America
Hawthorn Half Day Relay & Ultra,"May 24, 2025","Terre Haute, IN (USA)",6h 12h,39.4667025,-87.4139119,ok,"Terre Haute, Indiana, United States of America",Terre Haute,United States,us,5,Indiana,IN,North America
Elsa Chicken Plucker Backyard Ultra,"May 31, 2025","Charleston, IL (USA)",Backyard,39.4961458,-88.1761521,ok,"Charleston, IL 61920, United States of America",,United States,us,6,Illinois,IL,North America
FANS Ultra Races,"May 31, 2025","Minneapolis, MN (USA)",6h 12h 24h,44.9772995,-93.2654692,ok,"Minneapolis, Minnesota, United States of America",Minneapolis,United States,us,6,Minnesota,MN,North America
The Full Mo,"May 31, 2025","Sheridan, IN (USA)",50k,40.1349677,-86.2202749,ok,"Sheridan, Hamilton County, Indiana, United States of America",,United States,us,7,Indiana,IN,North America
Mohican,"May 31, 2025","Loudonville, OH (USA)",50mi 100mi,40.6356208,-82.2334709,ok,"Loudonville, Hanover Township, OH 44842, United States of America",,United States,us,7,Ohio,OH,North America
Yankee Springs Trail Run,"May 31, 2025","Middleville, MI (USA)",50k 100k,42.7130889,-85.4619599,ok,"Middleville, Thornapple Township, Michigan, United States of America",,United States,us,7,Michigan,MI,North America
Chester Woods,"Jun 1, 2025","Eyota, MN (USA)",50k 50mi,43.9887507,-92.2292396,ok,"Eyota, Olmsted County, Minnesota, United States of America",,United States,us,7,Minnesota,MN,North America
The Sticks,"Jun 5, 2025","Norton, KS (USA)",6h 12h 24h 48h 72h,39.7944702,-99.9100033,ok,"Norton County, Kansas, United States of America",,United States,us,2,Kansas,KS,North America
Bong Backyards,"Jun 6, 2025","Brighton, WI (USA)",Backyard,44.8099177,-90.257446,ok,"Brighton, WI 54488, United States of America",,United States,us,7,Wisconsin,WI,North America
MoMoFo100,"Jun 6, 2025","Martinsville, IN (USA)",100k,39.4278253,-86.428328,ok,"Martinsville, Indiana, United States of America",,United States,us,7,Indiana,IN,North America
Island Time,"Jun 6, 2025","Gregory, MI (USA)",6h 12h 24h,42.4583684,-84.0843979,ok,"Gregory, Unadilla Township, MI 48137, United States of America",,United States,us,7,Michigan,MI,North America
Yellowbrick Backyard Ultra,"Jun 7, 2025","Peoria, IL (USA)",Backyard,40.6938609,-89.5891008,ok,"Peoria, Illinois, United States of America",Peoria,United States,us,5,Illinois,IL,North America
Huron 100,"Jun 7, 2025","Grass Lake, MI (USA)",50mi 100mi,42.2508691,-84.2130083,ok,"Grass Lake, Grass Lake Charter Township, MI 49204, United States of America",,United States,us,8,Michigan,MI,North America
Metahqua 24,"Jun 7, 2025","Chillicothe, OH (USA)",24h,39.3331197,-82.9824019,ok,"Chillicothe, Ohio, United States of America",Chillicothe,United States,us,7,Ohio,OH,North America
Hueston Woods Trail Race,"Jun 7, 2025","Hueston Woods State Park, OH (USA)",6h,39.57255,-84.74134,ok,"Hueston Woods State Park, Preble County, Ohio, United States of America",,United States of America,us,9,Ohio,OH,North America
Summer Sasquatch Trail Runs,"Jun 7, 2025","Lore City, OH (USA)",50k,39.9847938,-81.4584523,ok,"Lore City, Guernsey County, Ohio, United States of America",,United States,us,8,Ohio,OH,North America
Rock River Canyon 50K,"Jun 7, 2025","Munising, MI (USA)",50k,46.4100035,-86.6494698,ok,"Munising, MI 49862, United States of America",,United States,us,7,Michigan,MI,North America
The Riley Trails 50k,"Jun 7, 2025","Holland, MI (USA)",50k,42.7876022,-86.1090828,ok,"Holland, Michigan, United States of America",Holland,United States,us,7,Michigan,MI,North America
Crater Trail Run,"Jun 7, 2025","Decorah, IA (USA)",50k,43.3041609,-91.7859098,ok,"Decorah, Iowa, United States of America",,United States,us,7,Iowa,IA,North America
Eagle Up Ultra,"Jun 7, 2025","Canal Fulton, OH (USA)",50k 50m 100k 100mi,40.8897784,-81.597623,ok,"Canal Fulton, Ohio, United States of America",Canal Fulton,United States,us,7,Ohio,OH,North America
Heat Wave 6/12/24,"Jun 12, 2025","ROSE HILL, KS (USA)",6h 12h 24h,37.5583517,-97.1350405,ok,"Rose Hill, Butler County, Kansas, United States of America",,United States,us,7,Kansas,KS,North America
Thunderbird Warrior Challenge,"Jun 14, 2025","Bayfield, WI (USA)",50k,46.4710241,-91.1983175,ok,"Bayfield County, Wisconsin, United States of America",,United States,us,1,Wisconsin,WI,North America
No Shame Shindig,"Jun 14, 2025","Pierce, NE (USA)",50k 50mi,42.2591262,-97.6036812,ok,"Pierce County, Nebraska, United States of America",,United States,us,3,Nebraska,NE,North America
Summer Trailfest Ultra,"Jun 14, 2025","Laingsburg, MI (USA)",50k,42.8915618,-84.3496697,ok,"Laingsburg, Shiawassee County, MI 48848, United States of America",,United States,us,7,Michigan,MI,North America
8 Hours of Brown County,"Jun 14, 2025","Nashville, IN (USA)",8h,39.2072377,-86.2469553,ok,"Nashville, Brown County, Indiana, United States of America",,United States,us,7,Indiana,IN,North America
Schuetzen Nein! Hour Endurance Run,"Jun 14, 2025","Davenport, IA (USA)",9h,41.5235808,-90.5770967,ok,"Davenport, Iowa, United States of America",Davenport,United States,us,5,Iowa,IA,North America
Kettle Moraine 100 Endurance Runs,"Jun 14, 2025","La Grange, WI (USA)",50k 38mi 100k 100mi,42.8009723,-88.6021475,ok,"La Grange, Wisconsin, United States of America",,United States,us,7,Wisconsin,WI,North America
Six Days In the Dome-WI,"Jun 19, 2025","Milwaukee, WI (USA)",50k 50mi 100k 100mi 12h 24h 48h 72h 144h 240h,43.0386475,-87.9090751,ok,"Milwaukee, Wisconsin, United States of America",Milwaukee,United States,us,4,Wisconsin,WI,North America
Sunburst 6 | 12 Hour Trail Festival,"Jun 21, 2025","Kewaskum, WI (USA)",6h 12h,43.5213798,-88.2278645,ok,"Kewaskum, Wisconsin, United States of America",,United States,us,7,Wisconsin,WI,North America
The Strawberry Solstice Run,"Jun 21, 2025","Prairie du Chien, WI (USA)",10h,43.05194,-91.1409933,ok,"Prairie du Chien, Wisconsin, United States of America",,United States,us,7,Wisconsin,WI,North America
Whitewater Trail Challenge,"Jun 21, 2025","Whitewater, WI (USA)",50k,42.8339562,-88.7306517,ok,"Whitewater, WI 53501, United States of America",,United States,us,7,Wisconsin,WI,North America
Wicked Worm,"Jun 21, 2025","Grand Rapids, MI (USA)",6h 12h,42.9632425,-85.6678639,ok,"Grand Rapids, Michigan, United States of America",Grand Rapids,United States,us,5,Michigan,MI,North America
Two Hearted Trail Run,"Jun 21, 2025","Paradise, MI (USA)",50k,46.6275215,-85.0375869,ok,"Paradise, Whitefish Township, Michigan, United States of America",,United States,us,7,Michigan,MI,North America
The Dizzy GOAT,"Jun 21, 2025","Gretna, NE (USA)",6h 12h,41.1469269,-96.2390053,ok,"Gretna, Nebraska, United States of America",Gretna,United States,us,7,Nebraska,NE,North America
Black Hills 100,"Jun 27, 2025","Sturgis, SD (USA)",50k 50mi 100mi,44.414477,-103.509139,ok,"Sturgis, South Dakota, United States of America",,United States,us,6,South Dakota,SD,North America
Dawg Gone Long Run,"Jun 28, 2025","Waynesville, OH (USA)",50mi,39.5297824,-84.086601,ok,"Waynesville, Wayne Township, Ohio, United States of America",,United States,us,7,Ohio,OH,North America
"Comlara 12 Hour Sunrise-Sunset, 6 Hour, 3 Hour and Hour of Power Trail Run","Jun 28, 2025","Hudson, IL (USA)",51mi,40.6058688,-88.9872965,ok,"Hudson, McLean County, Illinois, United States of America",,United States,us,7,Illinois,IL,North America
Two Hats One Mile,"Jun 28, 2025","Big Rapids, MI (USA)",Backyard,43.698078,-85.483656,ok,"Big Rapids, MI 49307, United States of America",,United States,us,7,Michigan,MI,North America
Vulture Vista Ultra,"Jun 28, 2025","Greencastle, IN (USA)",6h 12h,39.6444898,-86.8647316,ok,"Greencastle, IN 46135, United States of America",,United States,us,7,Indiana,IN,North America
Trail Golf Endurance Challenge,"Jun 28, 2025","Valparaiso, IN (USA)",50k,41.4672552,-87.0604487,ok,"Valparaiso, Indiana, United States of America",Valparaiso,United States,us,7,Indiana,IN,North America
Fort4Fitness Summer Sunset Relay,"Jun 28, 2025","Fort Wayne, IN (USA)",6h,41.0799898,-85.1386015,ok,"Fort Wayne, Indiana, United States of America",Fort Wayne,United States,us,4,Indiana,IN,North America
Firefly Dusk to Dawn Trail Race,"Jun 28, 2025","Lewis Center, OH (USA)",12h,40.1983958,-83.0101843,ok,"Lewis Center, Orange Township, OH 43035, United States of America",,United States,us,7,Ohio,OH,North America
Hell on Gravel Run,"Jun 28, 2025","El Dorado, KS (USA)",50k,37.8173015,-96.8537388,ok,"El Dorado, KS 67042, United States of America",,United States,us,7,Kansas,KS,North America
Dawn to Dusk Endurance Run,"Jun 28, 2025","Green Bay, WI (USA)",6h 8h 8.5h 15.5h 24h,44.5126379,-88.0125794,ok,"Green Bay, Wisconsin, United States of America",Green Bay,United States,us,5,Wisconsin,WI,North America
Buckeye Trail 50K - Summer,"Jun 28, 2025","Brecksville, OH (USA)",50k,41.3197763,-81.6267904,ok,"Brecksville, OH 44141, United States of America",,United States,us,7,Ohio,OH,North America
Night Hawk,"Jun 28, 2025","Lawrence, KS (USA)",50k,38.9719137,-95.2359403,ok,"Lawrence, Kansas, United States of America",Lawrence,United States,us,6,Kansas,KS,North America
Afton Trail,"Jul 5, 2025","Hastings, MN (USA)",50k,44.7426933,-92.8518697,ok,"Hastings, MN 55033, United States of America",,United States,us,7,Minnesota,MN,North America
Run Under the Stars - Corydon,"Jul 5, 2025","Corydon, IN (USA)",6h 12h,38.2129325,-86.125386,ok,"Corydon, Indiana, United States of America",,United States,us,7,Indiana,IN,North America
Cry Me a River!,"Jul 11, 2025","Chillicothe, IL (USA)",50k 100k 100mi,40.9161637,-89.4884384,ok,"Chillicothe, Peoria County, IL 61523, United States of America",,United States,us,7,Illinois,IL,North America
Rocket Endurance Hill Climb,"Jul 12, 2025","Marquette, MI (USA)",6h,46.4481521,-87.6305899,ok,"Marquette County, Michigan, United States of America",,United States,us,1,Michigan,MI,North America
Dances with Dirt - Devil's Lake,"Jul 12, 2025","Baraboo, WI (USA)",50k 50mi,43.4704014,-89.7437844,ok,"Baraboo, WI 53913, United States of America",,United States,us,7,Wisconsin,WI,North America
Kennekuk Road Runners - Dogs and Cats,"Jul 12, 2025","Oakwood, IL (USA)",5h,40.1161471,-87.7783592,ok,"Oakwood, Vermilion County, Illinois, United States of America",,United States,us,7,Illinois,IL,North America
Waugoshance Trail 50K,"Jul 12, 2025","Mackinaw City, MI (USA)",50k,45.783901,-84.727828,ok,"Mackinaw City, Mackinaw Township, MI 49701, United States of America",,United States,us,7,Michigan,MI,North America
Miola Madness - Hot Summer Nights,"Jul 12, 2025","Paola, KS (USA)",6h 9h 12h,38.5723318,-94.8786484,ok,"Paola, Kansas, United States of America",,United States,us,7,Kansas,KS,North America
Road Warrior 50k (Individual and Relay),"Jul 12, 2025","Carol Stream, IL (USA)",33.5m,41.9125286,-88.1347927,ok,"Carol Stream, Illinois, United States of America",,United States,us,7,Illinois,IL,North America
Honey Badger 100,"Jul 12, 2025","Kingman, KS (USA)",100mi,37.5420937,-98.122172,ok,"Kingman County, Kansas, United States of America",,United States,us,2,Kansas,KS,North America
Dirty Burg,"Jul 12, 2025","Belmont, MI (USA)",50k,43.0755822,-85.6091987,ok,"Belmont, Kent County, MI 49306, United States of America",,United States,us,7,Michigan,MI,North America
Pinetum Mind Games Endurance Event,"Jul 18, 2025","Dixon, IL (USA)",6h 12h 24h,41.8425197,-89.4814291,ok,"Dixon, IL 61021, United States of America",,United States,us,7,Illinois,IL,North America
Quail Ridge Farm Backyard Ultra,"Jul 19, 2025","Albion, IL (USA)",Backyard,38.3775484,-88.0561465,ok,"Albion, IL 62806, United States of America",,United States,us,7,Illinois,IL,North America
NCTRaces: Palmers,"Jul 19, 2025","Solon Springs, WI (USA)",50k,46.3529163,-91.8205458,ok,"Solon Springs, Douglas County, Wisconsin, United States of America",,United States,us,7,Wisconsin,WI,North America
Lake Macbride Trail Races,"Jul 19, 2025","Solon, IA (USA)",50k,41.8072344,-91.4940604,ok,"Solon, Iowa, United States of America",,United States,us,7,Iowa,IA,North America
Ode to Laz Michigan Backyard Ultra,"Jul 19, 2025","Holly, MI (USA)",Backyard,42.7919727,-83.6277255,ok,"Holly, Oakland County, MI 48442, United States of America",,United States,us,7,Michigan,MI,North America
8 Hour Dream Endurance Race,"Jul 19, 2025","Indianapolis, IN (USA)",8h,39.7683331,-86.1583502,ok,"Indianapolis, Indiana, United States of America",Indianapolis,United States,us,3,Indiana,IN,North America
Whiterock Ultra,"Jul 26, 2025","Coon Rapids, IA (USA)",50k 50mi,41.8708561,-94.6781764,ok,"Coon Rapids, Union Township, IA 50059, United States of America",,United States,us,7,Iowa,IA,North America
Grand Island Trail 50K,"Jul 26, 2025","Munising, MI (USA)",50k,46.4100035,-86.6494698,ok,"Munising, MI 49862, United States of America",,United States,us,7,Michigan,MI,North America
Burning River,"Jul 26, 2025","Cuyahoga Falls, OH (USA)",50mi 100mi,41.1362729,-81.4828123,ok,"Cuyahoga Falls, Ohio, United States of America",Cuyahoga Falls,United States,us,6,Ohio,OH,North America
Minnesota Voyageur,"Jul 26, 2025","Carlton, MN (USA)",50mi,46.5799933,-92.7206334,ok,"Carlton County, Minnesota, United States of America",,United States,us,1,Minnesota,MN,North America
Psycho Psummer Run Toto Run,"Jul 26, 2025","Kansas City, KS (USA)",50k,39.1134562,-94.626497,ok,"Kansas City, Kansas, United States of America",Kansas City,United States,us,4,Kansas,KS,North America
Maah Daah Hey Trail Run,"Jul 26, 2025","Watford City, ND (USA)",50mi 100mi,47.802241,-103.283247,ok,"Watford City, North Dakota, United States of America",,United States,us,7,North Dakota,ND,North America
Bob's Big Timber Backyard Ultra,"Aug 2, 2025","Glenmont, OH (USA)",Backyard,40.5200635,-82.0973748,ok,"Glenmont, Holmes County, Ohio, United States of America",,United States,us,8,Ohio,OH,North America
Badger Trail Races by Ten Junk Miles Racing,"Aug 2, 2025","Belleville, WI (USA)",50k 50mi 100k 100mi,42.8596864,-89.5346023,ok,"Belleville, Dane County, WI 53508, United States of America",,United States,us,7,Wisconsin,WI,North America
Trail of the Dragon 50K/50 Mile Run,"Aug 2, 2025","Ida Grove, IA (USA)",50k 50mi,42.3449751,-95.4713576,ok,"Ida Grove, Iowa, United States of America",,United States,us,7,Iowa,IA,North America
Buckeye Ultra 200 Mile,"Aug 7, 2025","Wellsville, OH (USA)",100mi 203mi,40.6099641,-80.6418888,ok,"Wellsville, Columbiana County, Ohio, United States of America",,United States,us,7,Ohio,OH,North America
Last Buckeye Standing Backyard Ultra,"Aug 9, 2025","Lewis Center, OH (USA)",Backyard,40.1983958,-83.0101843,ok,"Lewis Center, Orange Township, OH 43035, United States of America",,United States,us,7,Ohio,OH,North America
Baby Backyard Ultra 5K-50K,"Aug 9, 2025","Andover, MN (USA)",50k,45.2332985,-93.2913405,ok,"Andover, MN 55304, United States of America",,United States,us,6,Minnesota,MN,North America
Eddy Trail Races,"Aug 9, 2025","Annandale, MN (USA)",50k,45.2627428,-94.1244271,ok,"Annandale, Wright County, MN 55302, United States of America",,United States,us,7,Minnesota,MN,North America
Watershed Endurance 6hr/3hr Run,"Aug 9, 2025","Edwardsville, IL (USA)",6h,38.8114364,-89.953157,ok,"Edwardsville, Illinois, United States of America",Edwardsville,United States,us,6,Illinois,IL,North America
Steel City 12 Hour Endurance Run,"Aug 9, 2025","Middletown, OH (USA)",12h,39.516644,-84.4041725,ok,"Middletown, Ohio, United States of America",Middletown,United States,us,6,Ohio,OH,North America
Howl at the Moon 8 Hour,"Aug 9, 2025","Danville, IL (USA)",8h,40.125222,-87.6304614,ok,"Danville, Illinois, United States of America",,United States,us,6,Illinois,IL,North America
Pines To Vines,"Aug 10, 2025","Pinckney, MI (USA)",55k,42.4567013,-83.9463359,ok,"Putnam Township, Livingston County, Michigan, United States of America",,United States,us,7,Michigan,MI,North America
Lean Horse,"Aug 15, 2025","Custer, SD (USA)",50k 50mi 100mi,43.6726477,-103.5101597,ok,"Custer County, South Dakota, United States of America",,United States,us,1,South Dakota,SD,North America
Bingo Run,"Aug 16, 2025","Lake Elmo, MN (USA)",28mi,45.0021685,-92.8801862,ok,"Lake Elmo, MN 55042, United States of America",,United States,us,7,Minnesota,MN,North America
Marquette Trail 50,"Aug 16, 2025","Marquette, MI (USA)",50k 50mi,46.4481521,-87.6305899,ok,"Marquette County, Michigan, United States of America",,United States,us,1,Michigan,MI,North America
Underdown Trail Races,"Aug 16, 2025","Merrill, WI (USA)",60k,45.180522,-89.683459,ok,"Merrill, Wisconsin, United States of America",,United States,us,7,Wisconsin,WI,North America
Another Dam 50,"Aug 17, 2025","Englewood, OH (USA)",50k,39.8775553,-84.3021673,ok,"Englewood, Ohio, United States of America",Englewood,United States,us,7,Ohio,OH,North America
The North Country Run,"Aug 23, 2025","Grand Rapids, MI (USA)",50k 50mi,42.9632425,-85.6678639,ok,"Grand Rapids, Michigan, United States of America",Grand Rapids,United States,us,5,Michigan,MI,North America
Hell Creek Half & 50k,"Aug 23, 2025","Sylvan Grove, KS (USA)",50k,39.009454,-98.394228,ok,"Sylvan Grove, Lincoln County, Kansas, United States of America",,United States,us,8,Kansas,KS,North America
Hell on Hogsback: Endurance Challenge,"Aug 23, 2025","Lakewood, OH (USA)",12h,41.4819932,-81.7981908,ok,"Lakewood, Ohio, United States of America",Lakewood,United States,us,7,Ohio,OH,North America
East Fork 100K and 50K,"Aug 23, 2025","Bethel, OH (USA)",50k 100k 100mi,38.9636771,-84.0807664,ok,"Bethel, Tate Township, Ohio, United States of America",,United States,us,7,Ohio,OH,North America
ScoCo50,"Aug 23, 2025","Long Grove, IA (USA)",50k,41.6981153,-90.5833465,ok,"Long Grove, Scott County, Iowa, United States of America",,United States,us,7,Iowa,IA,North America
Run the Hawk Trail Runs,"Aug 23, 2025","Middleton, WI (USA)",6h 12h,43.0962919,-89.5119565,ok,"Middleton, WI 53562, United States of America",,United States,us,7,Wisconsin,WI,North America
Midwest States 100,"Aug 23, 2025","Westboro, WI (USA)",50k 100k 100mi,45.3535698,-90.2967575,ok,"Westboro, Taylor County, WI 54490, United States of America",,United States,us,4,Wisconsin,WI,North America
Shawnee Hills 100,"Aug 23, 2025","Ozark, IL (USA)",50k 100k 100mi,37.541938,-88.7640393,ok,"Ozark, Johnson County, IL 62967, United States of America",,United States,us,7,Illinois,IL,North America
Nocterra Quitter's Run,"Aug 24, 2025","Powell, OH (USA)",6h,40.1578403,-83.0751869,ok,"Powell, Ohio, United States of America",Powell,United States,us,7,Ohio,OH,North America
The Blood Run,"Aug 29, 2025","Lennox, SD (USA)",6h 12h 24h 36h,43.3541831,-96.8918394,ok,"Lennox, South Dakota, United States of America",,United States,us,7,South Dakota,SD,North America
Badgerland Striders 24-12-6 Hour Runs,"Aug 30, 2025","Delafield, WI (USA)",6h 12h 24h,43.0594237,-88.4040172,ok,"Delafield, WI 53018, United States of America",,United States,us,7,Wisconsin,WI,North America
Chupacabra Endurance 10-Hour Run,"Aug 30, 2025","Westville, IN (USA)",10h,41.5463225,-86.8969236,ok,"Westville, Indiana, United States of America",,United States,us,7,Indiana,IN,North America
Tuscazoar 100 and 50 Miler,"Aug 30, 2025","Dover, OH (USA)",50mi 75mi 100mi,40.5213381,-81.4741475,ok,"Dover, OH 44622, United States of America",,United States,us,7,Ohio,OH,North America
Temptation 200 Ultras,"Aug 30, 2025","Forest City, IL (USA)",50k 100k 150k 200k,40.3700411,-89.8276113,ok,"Forest City, Mason County, Illinois, United States of America",,United States,us,8,Illinois,IL,North America
Booneville Backroads Ultra,"Aug 30, 2025","Booneville, IA (USA)",50k 100k 100mi,41.524156,-93.8838371,ok,"Booneville, Boone Township, IA 50038, United States of America",,United States,us,7,Iowa,IA,North America
Run Woodstock,"Sep 5, 2025","Gregory, MI (USA)",50k 50mi 100k 100mi,42.4583684,-84.0843979,ok,"Gregory, Unadilla Township, MI 48137, United States of America",,United States,us,7,Michigan,MI,North America
