Race Name,Date,Location,Distance,Latitude,Longitude,Formatted,Website
2nd Sea to Summit Scafell Pike,"Sep 06, 2025",Seascale (GBR),31mi,54.39831,-3.47961,"Copeland District, Seascale, Cumbria, England, United Kingdom",https://www.challengecentral.co.uk
7th Yr Wyddfa Snowdon Ultra 100,"Sep 06, 2025",Betws-Y-Coed (GBR),102mi,53.09382,-3.80668,"Betws-y-Coed, Conwy County Borough, Wales, United Kingdom",https://gbultras.com
The Joust 12h Race,"Sep 06, 2025",Worcester (GBR),12h,42.26259,-71.80229,"Worcester, Massachusetts, United States of America",https://ultrarunningltd.co.uk
The Ridum - Ridgeway Ultra Marathon,"Sep 06, 2025",Hengoed (GBR),30mi,51.65083,-3.23167,"Hengoed, Caerphilly County Borough, Wales, United Kingdom",https://runwalkcrawlevents.com
The Joust 24h Race,"Sep 06, 2025",Worcester (GBR),24h,42.26259,-71.80229,"Worcester, Massachusetts, United States of America",https://ultrarunningltd.co.uk
7th Yr Wyddfa Snowdon Ultra 50,"Sep 06, 2025",Betws-Y-Coed (GBR),47mi,53.09382,-3.80668,"Betws-y-Coed, Conwy County Borough, Wales, United Kingdom",https://gbultras.com
2. Nord–Ostsee–Kanal Ultra,"Sep 06, 2025",Brunsbüttel (GER),70km,53.89504,9.10484,"Brunsbüttel, Schleswig-Holstein, Germany",https://lauf-weiter.de
"P-Weg-Lauf in Plettenberg, Sauerland","Sep 06, 2025",Plettenberg (GER),73km,-34.05274,23.3716,"Plettenberg Bay, Eden District Municipality, South Africa",https://pweg.de
10. SoNUT Soonwald Nahe Ultra Trail,"Sep 06, 2025",Kirn (GER),62km,49.78912,7.45765,"Kirn, Rheinland-Pfalz, Germany",https://www.sonut.de
Vadrózsa 160,"Sep 06, 2025",Rózsaszentmárton (HUN),158km,47.782,19.7421,"Rózsaszentmárton, Heves megye, Hungary",https://vadrozsatrail.hu
Vadrózsa 50,"Sep 06, 2025",Rózsaszentmárton (HUN),52km,47.782,19.7421,"Rózsaszentmárton, Heves megye, Hungary",https://vadrozsatrail.hu
9^ Dolomiti di Brenta Trail 45km,"Sep 06, 2025",Molveno (TN) (ITA),45km,46.14238,10.963,"Molveno, Trento, Italy",https://www.dolomitidibrentatrail.it
9^ Dolomiti di Brenta Trail 64km,"Sep 06, 2025",Molveno (TN) (ITA),64km,46.14238,10.963,"Molveno, Trento, Italy",https://www.dolomitidibrentatrail.it
Défi des Muverans,"Sep 06, 2025",Ovronnaz (SUI),60km,46.19928,7.1685,"Ovronnaz, Martigny District, Switzerland",https://www.defidesmuverans.ch
Skifsenleden Ultra,"Sep 06, 2025",Fredriksberg (SWE),47km,60.13333,14.38333,"Fredriksberg, Ludvika Kommun, Sweden",https://www.skifsenledenultra.se
Tiree Ultramarathon,"Sep 07, 2025",Isle of Tiree (GBR),35mi,56.51556,-6.91315,"Tiree, Argyll and Bute, Scotland, United Kingdom",https://www.tireefitness.co.uk
The Sufferings,"Sep 07, 2025",Washington (GBR),52mi,47.50012,-120.50147,"Washington, United States of America",https://ultrarunningltd.co.uk
7° TOR450 - Tor des Glaciers,"Sep 12, 2025",Courmayeur (ITA),450km,45.79659,6.96893,"Courmayeur, Valle d'Aosta, Italy",https://www.torxtrail.com
2. Trail Ljubljana 95 km,"Sep 12, 2025",Ljubljana (SLO),95km,46.0632918,14.5520767,"Aquafil SLO (Yulon), Letališka cesta 15, 1000 Ljubljana, Slovenia",https://www.trail-ljubljana.si
7. Wienerwald Ultra Trail,"Sep 13, 2025",Purkersdorf (AUT),100km,48.20769,16.17539,"Purkersdorf, Politischer Bezirk Wien-Umgebung, Austria",https://www.wienerwaldtrail.at
7. Wienerwald Ultra Trail,"Sep 13, 2025",Purkersdorf (AUT),50km,48.20769,16.17539,"Purkersdorf, Politischer Bezirk Wien-Umgebung, Austria",https://www.wienerwaldtrail.at
UTMP Ultra Montaña Palentina,"Sep 13, 2025",Camporredondo de Alba (Palencia) (ESP),65km,42.89572,-4.7463,"Camporredondo de Alba, Castille and León, Spain",https://www.utmp.es
Festival des 3 Forêts - 162km,"Sep 13, 2025",Mériel (FRA),162km,49.07614,2.21054,"Mériel, Val d'Oise, France",https://festivaldes3forets.fr
Festival des 3 Forêts - 100km,"Sep 13, 2025",Mériel (FRA),97km,49.07614,2.21054,"Mériel, Val d'Oise, France",https://festivaldes3forets.fr
Festival des 3 Forêts - 70km,"Sep 13, 2025",Mériel (FRA),71km,49.07614,2.21054,"Mériel, Val d'Oise, France",https://festivaldes3forets.fr
Ultra X 60 England,"Sep 13, 2025",Newfold Farm Edale (GBR),61km,,,,https://ultra-x.co
Bewl Water Ultra 37mi,"Sep 13, 2025",Lamberhurst (GBR),37.5mi,51.10196,0.39328,"Wealden District, Lamberhurst, East Sussex, England, United Kingdom",https://www.trailrunningsussex.co.uk/bewl-water-ultra
The C2C Essex Ultra,"Sep 13, 2025",Tilbury (GBR),30mi,42.26679,-82.43311,"Tilbury, Ontario, Canada",https://www.challenge-running.co.uk
4th Suffolk Coastal Path 50km,"Sep 13, 2025",Lowestoft (GBR),50km,52.4752,1.75159,"Waveney District, Lowestoft, Suffolk, England, United Kingdom",https://www.suffolkrunningcentre.co.uk
The C2C Essex Ultra,"Sep 13, 2025",Upminster Station (GBR),50mi,51.55917,0.25111,"Upminster Station, Havering, London, United Kingdom",https://www.challenge-running.co.uk
The Lap Anticlockwise,"Sep 13, 2025",Lakeside (GBR),47mi,32.85727,-116.92225,"Lakeside, California, United States of America",https://www.thelap.co.uk
TrailFest Cannock Chase Forest 50 km,"Sep 13, 2025",Cannock Chase (GBR),50km,52.73333,-2.0,"Cannock Chase, Staffordshire, England, United Kingdom",https://www.trailfestevents.com
4. Oldenburger Hospizlauf,"Sep 13, 2025",Oldenburg/Holstein (GER),85km,42.48915,-95.545,"Holstein, Iowa, United States of America",https://www.hospiz-lauf.de
9. Südthüringentrail - Riesentrail 47 km,"Sep 13, 2025",Suhl (GER),47km,50.60911,10.69401,"Suhl, Thuringia, Germany",https://www.suedthueringentrail.de
Ultramarsch Oberstdorf 100km,"Sep 13, 2025",Oberstdorf (GER),100km,47.40724,10.27939,"Oberstdorf, Bavaria, Germany",https://www.ultramarsch.de
7. 6 Stunden Lauf Werl,"Sep 13, 2025",Werl (GER),6h,51.55493,7.91403,"Werl, North Rhine-Westphalia, Germany",https://www.6stundenlaufwerl.de
9. Südthüringentrail - Heldentrail 65 km,"Sep 13, 2025",Suhl (GER),65km,50.60911,10.69401,"Suhl, Thuringia, Germany",https://www.suedthueringentrail.de
Ultramarsch Oberstdorf 60km,"Sep 13, 2025",Oberstdorf (GER),60km,47.40724,10.27939,"Oberstdorf, Bavaria, Germany",https://www.ultramarsch.de
1. Penter Egge Ultra,"Sep 13, 2025",Bramsche (GER),48km,52.40881,7.97288,"Bramsche, Lower Saxony, Germany",https://penter-egge-ultra.de
2. Trail Ljubljana 54 km,"Sep 13, 2025",Ljubljana (SLO),54km,46.0632918,14.5520767,"Aquafil SLO (Yulon), Letališka cesta 15, 1000 Ljubljana, Slovenia",https://www.trail-ljubljana.si
1. San Marino Lauf,"Sep 13, 2025",San Marino (SMR),47km,43.9367,12.4463,San Marino,https://www.tuttopodismo.it
Bergslagsleden Ultra 60km,"Sep 13, 2025",Ånnaboda (SWE),60km,,,,https://bergslagsledenultra.se
Bergslagsleden Ultra 46km,"Sep 13, 2025",Ånnaboda (SWE),46km,,,,https://bergslagsledenultra.se
Festival des 3 Forêts - 65km,"Sep 14, 2025",Mériel (FRA),65km,49.07614,2.21054,"Mériel, Val d'Oise, France",https://festivaldes3forets.fr
Ultra X 50 England,"Sep 14, 2025",Newfold Farm Edale (GBR),50km,,,,https://ultra-x.co
16° TOR330 - Tor des Géants,"Sep 14, 2025",Courmayeur (ITA),330km,45.79659,6.96893,"Courmayeur, Valle d'Aosta, Italy",https://www.torxtrail.com
Lessinia Legend Run 50,"Sep 14, 2025",Velo Veronese (ITA),52km,45.60669,11.09519,"Velo Veronese, Verona, Italy",https://www.lessinialegendrun.it
Mattmark memorial,"Sep 14, 2025",Saas Balen (SUI),51km,46.15439,7.92698,"Saas-Balen, Visp District, Switzerland",https://www.st-mattmarklauf.ch
Magnificent Marsden Madness,"Sep 15, 2025",Marsden (GBR),33mi,-27.67342,153.09732,"Marsden, Logan, Australia",https://www.timeanddate.com
9° TOR130 - Tot Dret,"Sep 16, 2025",Gressoney-Saint-Jean (ITA),130km,45.77272,7.82802,"Gressoney-Saint-Jean, Valle d'Aosta, Italy",https://www.torxtrail.com
2° TOR100 - Cervino-Monte Bianco,"Sep 17, 2025",Breul-Cervinia (ITA),100km,,,,https://www.torxtrail.com
1er Ultra Trail des 3 Ponts - UT3P,"Sep 19, 2025",Gruchet-le-Valasse (FRA),175km,49.55466,0.48684,"Gruchet-le-Valasse, Seine-Maritime, France",https://ultratraildes3ponts.fr
13th Peak District Challenge - Silver Ultra 75km,"Sep 19, 2025",Hathersage (GBR),75km,53.3303,-1.65398,"Derbyshire Dales District, Hathersage, Derbyshire, England, United Kingdom",https://www.peak-district-challenge.com
13th Peak District Challenge - Gold Ultra 100km,"Sep 19, 2025",Hathersage  (GBR),100km,53.3303,-1.65398,"Derbyshire Dales District, Hathersage, Derbyshire, England, United Kingdom",https://www.peak-district-challenge.com
Pilgrims ‘Race Across Wales’ 141mi Ultra,"Sep 19, 2025",Holywell (GBR),141mi,53.27466,-3.22895,"Holywell, Flintshire, Wales, United Kingdom",https://www.challenge-running.co.uk
1st Peak District Challenge - Ultra 100mi,"Sep 19, 2025",Hathersage  (GBR),100mi,53.3303,-1.65398,"Derbyshire Dales District, Hathersage, Derbyshire, England, United Kingdom",https://www.peak-district-challenge.com
2 Jurassic Miles 100M,"Sep 19, 2025",Rovereto (ITA),100mi,45.88204,11.03647,"Rovereto, Trento, Italy",https://www.dolomitidibrentatrail.it
The Great Escape 200km,"Sep 19, 2025",Clervaux (LUX),200km,50.1199316,5.997706,"Fusion Lux, 60B Grand-Rue, 9905 Troisvierges, Luxembourg",https://great-escape.run
7 Jura Ultra 100,"Sep 19, 2025",Podlesice (POL),104km,50.56392,19.53383,"Podlesice, Województwo Śląskie, Poland",https://juraultra.pl
3rd Wildstrubel by UTMB - 70K,"Sep 19, 2025",Kandersteg (SUI),70km,46.49467,7.67326,"Kandersteg, Frutigen-Niedersimmental District, Switzerland",https://wildstrubel.utmb.world
4th Wildstrubel by UTMB - 110K,"Sep 19, 2025",Crans-Montana (SUI),113km,46.31316,7.47914,"Crans-Montana, Sierre District, Switzerland",https://wildstrubel.utmb.world
Ultra Caballo Blanco Suecia The Adventure,"Sep 19, 2025","Persbo, Hedemora (SWE)",100mi,60.26667,16.21667,"Persbo, Hedemora Kommun, Sweden",https://www.ultracaballoblanco.com
16. Stanzer Trailrun,"Sep 20, 2025",Stanz im Mürztal (AUT),48km,47.46667,15.5,"Stanz im Mürztal, Bruck-Mürzzuschlag District, Austria",https://www.stanzer-trailrun.at
10th Cold Hawaii Ultra 50mi,"Sep 20, 2025",Bulbjerg (DEN),50mi,57.1575,9.02588,"North Denmark, Denmark",https://www.coldhawaiiultra.com
8th Cold Hawaii Ultra 50km,"Sep 20, 2025",Hanstholm (DEN),50km,57.11667,8.61667,"Hanstholm, Thisted Kommune, Denmark",https://www.coldhawaiiultra.com
1er Ultra Trail des 3 Ponts - UT2P,"Sep 20, 2025",Gruchet-le-Valasse (FRA),80km,49.55466,0.48684,"Gruchet-le-Valasse, Seine-Maritime, France",https://ultratraildes3ponts.fr
8th Yorkshire Pen-Y-Ghent Ultra 50km,"Sep 20, 2025",Hawes (GBR),50km,54.30387,-2.19605,"Richmondshire District, Hawes, North Yorkshire, England, United Kingdom",https://punkpanther.co.uk
15th Hardmoors 60,"Sep 20, 2025",Guisborough (GBR),62mi,54.53478,-1.05606,"Guisborough, Redcar and Cleveland, England, United Kingdom",https://www.hardmoors110.org.uk
32nd High Peak 40 Mile Challenge,"Sep 20, 2025",Buxton (GBR),40mi,43.63786,-70.51894,"Buxton, Maine, United States of America",https://www.highpeak40.org.uk
Triple Trail 100km,"Sep 20, 2025",Linton (GBR),100km,39.03477,-87.16585,"Linton, Indiana, United States of America",https://www.tripletrailchallenge.com
Pilgrim's Ultra 100 km,"Sep 20, 2025",Holy Island (GBR),100km,45.23195,-85.16673,"Charlevoix County, Michigan, United States of America",https://pilgrimsultra.com
10th Yorkshire 3 Peaks Ultra 70km,"Sep 20, 2025",Hawes (GBR),70km,54.30387,-2.19605,"Richmondshire District, Hawes, North Yorkshire, England, United Kingdom",https://punkpanther.co.uk
Humanity Direct Tring Ultra,"Sep 20, 2025",Tring (GBR),31mi,51.79471,-0.65824,"Dacorum District, Tring, Hertfordshire, England, United Kingdom",https://www.humanitydirect.org
Pilgrim's Ultra 100 mile,"Sep 20, 2025",Holy Island (GBR),100mi,45.23195,-85.16673,"Charlevoix County, Michigan, United States of America",https://pilgrimsultra.com
10th Chiltern Wonderland 50,"Sep 20, 2025",Goring-on-Thames (GBR),50mi,-37.13832,175.54011,"Thames, Thames-Coromandel District, New Zealand",https://www.centurionrunning.com
13th Peak District Challenge - Bronze Ultra 50km,"Sep 20, 2025",Hathersage (GBR),50km,53.3303,-1.65398,"Derbyshire Dales District, Hathersage, Derbyshire, England, United Kingdom",https://www.peak-district-challenge.com
7th Yorkshire 3 Peaks Ultra 100km,"Sep 20, 2025",Hawes (GBR),100km,54.30387,-2.19605,"Richmondshire District, Hawes, North Yorkshire, England, United Kingdom",https://punkpanther.co.uk
Triple Trail 50km,"Sep 20, 2025",Linton (GBR),50km,39.03477,-87.16585,"Linton, Indiana, United States of America",https://www.tripletrailchallenge.com
Pilgrim's Ultra 50 km,"Sep 20, 2025",Holy Island (GBR),50km,45.23195,-85.16673,"Charlevoix County, Michigan, United States of America",https://pilgrimsultra.com
17th Highland Fling Race,"Sep 20, 2025",Milngavie/Glasgow (GBR),53mi,55.86515,-4.25763,"Glasgow, Glasgow City, Scotland, United Kingdom",https://highlandflingrace.org
8. Arberland Ultra Trail,"Sep 20, 2025",Bodenmais (GER),66km,49.06667,13.1,"Bodenmais, Bavaria, Germany",https://arberlandultratrail.de
8. Arberland Ultra Trail 100k,"Sep 20, 2025",Bayerisch Eisenstein (GER),100km,49.11667,13.2,"Bayerisch Eisenstein, Bavaria, Germany",https://arberlandultratrail.de
11. Ultra Bremerhaven-Bremen-Nord,"Sep 20, 2025",Bremerhaven (GER),71km,53.55021,8.57673,"Bremerhaven, Bremen, Germany",https://www.ultramarathon-bremerhaven.de
2 Jurassic Miles 50M,"Sep 20, 2025",Rovereto (ITA),50mi,45.88204,11.03647,"Rovereto, Trento, Italy",https://www.dolomitidibrentatrail.it
The Great Escape 100km,"Sep 20, 2025",Clervaux (LUX),100km,50.1199316,5.997706,"Fusion Lux, 60B Grand-Rue, 9905 Troisvierges, Luxembourg",https://great-escape.run
4th Wildstrubel by UTMB - 50K,"Sep 20, 2025",Adelboden (SUI),53km,46.49142,7.56031,"Adelboden, Frutigen-Niedersimmental District, Switzerland",https://wildstrubel.utmb.world
54. Trail des Dents-du-Midi,"Sep 20, 2025",Champéry (SUI),57km,46.17543,6.86903,"Champéry, Monthey District, Switzerland",https://www.traildentsdumidi.ch
Black River Run,"Sep 20, 2025",Västerås (SWE),100mi,59.61617,16.55276,"Västerås, Västerås Municipality, Sweden",https://blackriverrun.se
L'Ogeuloise,"Sep 21, 2025",Ogeu-les-Bains (FRA),6h,43.15,-0.5,"Ogeu-les-Bains, Pyrénées-Atlantiques, France",https://ogeuloise.fr
3. World Mountain & Trail Running Championships 2025 (WMTRC) Canfranc - Short Trail,"Sep 25, 2025",Canfranc (ESP),45km,42.71628,-0.52563,"Canfranc, Aragon, Spain",https://canfranc2025.org
3. World Mountain & Trail Running Championships 2025 (WMTRC) Canfranc - Long Trail,"Sep 25, 2025",Canfranc (ESP),80km,42.71628,-0.52563,"Canfranc, Aragon, Spain",https://canfranc2025.org
3rd Ochil Ultra 100mi,"Sep 26, 2025",Sterling (GBR),100mi,39.00622,-77.4286,"Sterling, Virginia, United States of America",https://www.runultra.co.uk
UTDM - Ultra Trail del Moscato - Magistra Langarum,"Sep 26, 2025",Santo Stefano Belbo (CN) (ITA),106km,44.71023,8.23269,"Santo Stefano Belbo, Cuneo, Italy",https://www.utmoscato.it
Ultra Beaujolais Villages Trail (UBVT),"Sep 27, 2025",Le Perréon (FRA),84km,46.06312,4.60205,"Le Perréon, Rhône, France",https://ubvt.fr
Extra Beaujolais Villages Trail (EBVT),"Sep 27, 2025",Le Perréon (FRA),63km,46.06312,4.60205,"Le Perréon, Rhône, France",https://ubvt.fr
9th Yorkshire Reservoir Dogs Ultra 50mi,"Sep 27, 2025",Otley (GBR),50mi,41.45888,-93.03576,"Otley, Iowa, United States of America",https://punkpanther.co.uk
2nd Sea to Summit Yr Wyddfa,"Sep 27, 2025",Caernafon Airport (GBR),33mi,,,,https://mountainrun.co.uk
9th Ochil Ultra 30mi,"Sep 27, 2025",Auchterarder (GBR),30mi,56.29612,-3.70692,"Auchterarder, Perth and Kinross, Scotland, United Kingdom",https://www.runultra.co.uk
4th The Two Towers 50km,"Sep 27, 2025",Mickleham (GBR),50km,51.26836,-0.32393,"Mole Valley, Mickleham, Surrey, England, United Kingdom",https://events.freedom-racing.co.uk
9th Ochil Ultra 50mi,"Sep 27, 2025",Perth (GBR),50mi,-31.95224,115.8614,"Perth, Cambridge, Australia",https://www.runultra.co.uk
7th Yorkshire Reservoir Dogs Ultra 32mi,"Sep 27, 2025",Otley (GBR),32mi,41.45888,-93.03576,"Otley, Iowa, United States of America",https://punkpanther.co.uk
Tower to Castle Ultra 30,"Sep 27, 2025",Blackpool (GBR),30mi,53.81667,-3.05,"Blackpool, England, United Kingdom",https://www.fyldecoastrunners.com
6. 24h Mad Chicken Run - Trail,"Sep 27, 2025",Hänchen (GER),24h,51.81667,13.9,"Hänchen, Brandenburg, Germany",https://madchickenrun.de
7. Mountainman Reit im Winkl 70 km,"Sep 27, 2025",Reit im Winkl (GER),70km,47.67729,12.47086,"Reit im Winkl, Bavaria, Germany",https://www.mountainman.de
11. Messerpokallauf / Steinbacher Trailcross am Inselsberg,"Sep 27, 2025",Bad Liebenstein (GER),50km,50.81569,10.35123,"Bad Liebenstein, Thuringia, Germany",https://steinbacher-trailcross.de
5. Roter-Sand-Trail,"Sep 27, 2025",Harthausen (GER),6h,49.29417,8.345,"Harthausen, Rheinland-Pfalz, Germany",https://laufgemeinschaftmarathon.de
2. Aindlinger Kleeblattmarsch,"Sep 27, 2025",Aindling (GER),100km,48.5136,10.95315,"Aindling, Bavaria, Germany",https://kleeblattlauf.de
3. Kleeblattultra,"Sep 27, 2025",Schwarme (GER),100mi,52.9,9.01667,"Schwarme, Lower Saxony, Germany",https://lgschwarme.de
12. Fishermanstrail - Sommer Edition,"Sep 27, 2025",Alt Schwerin (GER),58km,53.51255,12.3464,"Alt Schwerin, Mecklenburg-Western Pomerania, Germany",https://fishermanstrail.de
5. Großer Unfug,"Sep 27, 2025",Alsbach (GER),67.5km,50.46667,7.66667,"Alsbach, Rheinland-Pfalz, Germany",https://laufgemeinschaftmarathon.de
7th Ecotrail Wicklow 80km,"Sep 27, 2025",Bray (IRL),80km,53.20278,-6.09833,"Bray, County Wicklow, Ireland",https://wicklow.ecotrail.com
7th Ecotrail Wicklow 46km,"Sep 27, 2025",Bray (IRL),46.5km,53.20278,-6.09833,"Bray, County Wicklow, Ireland",https://wicklow.ecotrail.com
8a Bettona Crossing,"Sep 27, 2025",Bettona (PG) (ITA),50km,43.01124,12.48698,"Bettona, Perugia, Italy",https://www.bettonacrossing.it
Humani'Trail - Grand Raid Sherpa,"Sep 27, 2025",Gstaad (SUI),100km,46.47215,7.28685,"Gstaad, Obersimmental-Saanen District, Switzerland",https://www.humanitrail.com
Tvåälvsloppet,"Sep 27, 2025",Åmsele (SWE),85km,64.53333,19.33333,"Åmsele, Vindelns Kommun, Sweden",https://tvaalvsloppet.se
Kaçkar by UTMB,"Sep 27, 2025",Ayder Village (TUR),74km,,,,https://kackar.utmb.world
The Bridgeathon,"Sep 28, 2025",Preston (GBR),32mi,53.76667,-2.71667,"Preston District, Preston, Lancashire, England, United Kingdom",https://www.bridgeathon.co.uk
9. Sechs Stunden Urwaldlauf,"Sep 28, 2025",Saarbrücken (GER),6h,49.2354,6.98165,"Saarbrücken, Saarland, Germany",https://urwaldlauf.de
13° UTDM - Ultra Trail del Moscato,"Sep 28, 2025",Santo Stefano Belbo (CN) (ITA),54km,44.71023,8.23269,"Santo Stefano Belbo, Cuneo, Italy",https://www.utmoscato.it
North Coast 110 Mile,"Oct 03, 2025",Hartland Quay (GBR),110mi,50.99494,-4.53385,"Blagberry, United Kingdom",https://www.climbsouthwest.com/northcoast
North Coast 65 km,"Oct 03, 2025",Hartland Quay (GBR),65km,50.99494,-4.53385,"Blagberry, United Kingdom",https://www.climbsouthwest.com/northcoast
Charm Bracelet 100,"Oct 03, 2025",Dufton (GBR),104mi,54.61935,-2.48219,"Eden District, Dufton, Cumbria, England, United Kingdom",https://charmbracelet100.com
North Coast 110 km,"Oct 03, 2025",Barnstaple (GBR),110km,51.08022,-4.05808,"North Devon District, Barnstaple, Devon, England, United Kingdom",https://www.climbsouthwest.com/northcoast
6. e2h10k-50km Ultrarace,"Oct 03, 2025",Calw-Altburg (GER),50km,48.72455,8.70057,"Altburg, Baden-Württemberg, Germany",https://e2h10k.de
6. e2h10k-100km Ultrarace,"Oct 03, 2025",Calw-Altburg (GER),100km,48.72455,8.70057,"Altburg, Baden-Württemberg, Germany",https://e2h10k.de
Atlantic Coast Ultra 40 miler,"Oct 04, 2025",Newquay (GBR),60km,50.41563,-5.07521,"Newquay, Cornwall, England, United Kingdom",https://www.votwo.co.uk/atlanticcoast
5th Epping Forest 50 km,"Oct 04, 2025",Wanstead Flats (GBR),50km,,,,https://www.raceharborough.co.uk
North Coast 55 km (Exmoor Coast),"Oct 04, 2025",Combe Martin (GBR),55km,51.19873,-4.02343,"North Devon District, Combe Martin, Devon, England, United Kingdom",https://www.climbsouthwest.com/northcoast
9. Ultrapicknick im Hönnetal,"Oct 04, 2025",Balve-Binolen (GER),50km,,,,https://www.trailrunning-hoennetal.de
Ultramarsch Heidelberg X-TREM 100km,"Oct 04, 2025",Heidelberg (GER),100km,49.40768,8.69079,"Heidelberg, Baden-Württemberg, Germany",https://ultramarsch.de
13 . Black Forest Trail-Run 55km,"Oct 04, 2025",Elzach (GER),55km,48.17247,8.06992,"Elzach, Baden-Württemberg, Germany",https://blackforesttrailrun-series.de
Ultramarsch Heidelberg X-TREM 60km,"Oct 04, 2025",Heidelberg (GER),60km,49.40768,8.69079,"Heidelberg, Baden-Württemberg, Germany",https://ultramarsch.de
Vadlán Ultra Terep 108,"Oct 04, 2025",Cserszegtomaj (HUN),108km,46.80165,17.22096,"Cserszegtomaj, Zala, Hungary",https://vadlanultratrail.hu
